SPOT_PRICE,TRADE_DATE,TRADE_JDN
1.872,23-Aug-05,2453606
1.842,22-Aug-05,2453605
1.868,19-Aug-05,2453602
1.796,17-Aug-05,2453600
1.896,16-Aug-05,2453599
1.906,15-Aug-05,2453598
1.928,11-Aug-05,2453594
1.856,10-Aug-05,2453593
1.776,09-Aug-05,2453592
1.723,05-Aug-05,2453588
1.7,04-Aug-05,2453587
1.664,03-Aug-05,2453586
1.704,01-Aug-05,2453584
1.665,29-Jul-05,2453581
1.637,27-Jul-05,2453579
1.644,26-Jul-05,2453578
1.641,25-Jul-05,2453577
1.572,21-Jul-05,2453573
1.598,20-Jul-05,2453572
1.624,19-Jul-05,2453571
1.645,15-Jul-05,2453567
1.634,14-Jul-05,2453566
1.678,13-Jul-05,2453565
1.663,11-Jul-05,2453563
1.701,08-Jul-05,2453560
1.749,07-Jul-05,2453559
1.726,05-Jul-05,2453557
1.706,01-Jul-05,2453553
1.616,29-Jun-05,2453551
1.628,28-Jun-05,2453550
1.686,27-Jun-05,2453549
1.694,23-Jun-05,2453545
1.643,22-Jun-05,2453544
1.654,21-Jun-05,2453543
1.691,17-Jun-05,2453539
1.659,16-Jun-05,2453538
1.648,15-Jun-05,2453537
1.707,13-Jun-05,2453535
1.652,10-Jun-05,2453532
1.665,09-Jun-05,2453531
1.644,07-Jun-05,2453529
1.657,06-Jun-05,2453528
1.614,02-Jun-05,2453524
1.602,01-Jun-05,2453523
1.517,31-May-05,2453522
1.493,26-May-05,2453517
1.471,25-May-05,2453516
1.434,24-May-05,2453515
1.414,20-May-05,2453511
1.438,19-May-05,2453510
1.427,17-May-05,2453508
1.411,16-May-05,2453507
1.434,13-May-05,2453504
1.484,11-May-05,2453502
1.531,10-May-05,2453501
1.501,09-May-05,2453500
1.518,05-May-05,2453496
1.532,04-May-05,2453495
1.508,03-May-05,2453494
1.469,29-Apr-05,2453490
1.538,28-Apr-05,2453489
1.562,26-Apr-05,2453487
1.572,25-Apr-05,2453486
1.608,22-Apr-05,2453483
1.557,20-Apr-05,2453481
1.538,19-Apr-05,2453480
1.505,18-Apr-05,2453479
1.552,14-Apr-05,2453475
1.52,13-Apr-05,2453474
1.517,12-Apr-05,2453473
1.562,08-Apr-05,2453469
1.641,06-Apr-05,2453467
1.696,04-Apr-05,2453465
1.551,29-Mar-05,2453459
1.593,24-Mar-05,2453454
1.594,22-Mar-05,2453452
1.619,16-Mar-05,2453446
1.548,14-Mar-05,2453444
1.532,08-Mar-05,2453438
1.484,04-Mar-05,2453434
1.519,02-Mar-05,2453432
1.457,24-Feb-05,2453426
1.467,23-Feb-05,2453425
1.36,18-Feb-05,2453420
1.291,14-Feb-05,2453416
1.308,10-Feb-05,2453412
1.232,08-Feb-05,2453410
1.283,02-Feb-05,2453404
1.345,31-Jan-05,2453402
1.394,27-Jan-05,2453398
1.412,21-Jan-05,2453392
1.36,19-Jan-05,2453390
1.359,13-Jan-05,2453384
1.317,11-Jan-05,2453382
1.292,07-Jan-05,2453378
1.15,03-Jan-05,2453374
1.228,29-Dec-04,2453369
1.149,27-Dec-04,2453367
1.295,20-Dec-04,2453360
1.346,17-Dec-04,2453357
1.36,15-Dec-04,2453355
1.202,09-Dec-04,2453349
1.113,07-Dec-04,2453347
1.149,03-Dec-04,2453343
1.32,30-Nov-04,2453340
1.394,24-Nov-04,2453334
1.38,22-Nov-04,2453332
1.281,16-Nov-04,2453326
1.297,15-Nov-04,2453325
1.317,11-Nov-04,2453321
1.33,05-Nov-04,2453315
1.379,03-Nov-04,2453313
1.42,29-Oct-04,2453308
1.463,27-Oct-04,2453306
1.551,25-Oct-04,2453304
1.521,19-Oct-04,2453298
1.606,15-Oct-04,2453294
1.603,14-Oct-04,2453293
1.496,08-Oct-04,2453287
1.488,06-Oct-04,2453285
1.492,04-Oct-04,2453283
1.504,28-Sep-04,2453277
1.456,24-Sep-04,2453273
1.431,22-Sep-04,2453271
1.386,17-Sep-04,2453266
1.343,15-Sep-04,2453264
1.282,13-Sep-04,2453262
1.255,07-Sep-04,2453256
1.265,02-Sep-04,2453251
1.195,31-Aug-04,2453249
1.209,25-Aug-04,2453243
1.25,23-Aug-04,2453241
1.252,17-Aug-04,2453235
1.254,13-Aug-04,2453231
1.224,12-Aug-04,2453230
1.207,06-Aug-04,2453224
1.187,04-Aug-04,2453222
1.208,02-Aug-04,2453220
1.179,27-Jul-04,2453214
1.187,23-Jul-04,2453210
1.126,21-Jul-04,2453208
1.128,15-Jul-04,2453202
1.098,13-Jul-04,2453200
1.121,09-Jul-04,2453196
1.139,06-Jul-04,2453193
1.12,01-Jul-04,2453188
1.063,25-Jun-04,2453182
1.043,23-Jun-04,2453180
1.018,21-Jun-04,2453178
1.014,15-Jun-04,2453172
1.025,10-Jun-04,2453167
0.992,08-Jun-04,2453165
1.019,02-Jun-04,2453159
1.013,28-May-04,2453154
1.02,26-May-04,2453152
1.08,20-May-04,2453146
1.106,19-May-04,2453145
1.169,13-May-04,2453139
1.146,11-May-04,2453137
1.121,07-May-04,2453133
1.05,03-May-04,2453129
1.019,29-Apr-04,2453125
0.994,27-Apr-04,2453123
0.975,21-Apr-04,2453117
0.993,19-Apr-04,2453115
1.025,15-Apr-04,2453111
0.963,08-Apr-04,2453104
0.908,06-Apr-04,2453102
0.936,31-Mar-04,2453096
0.918,29-Mar-04,2453094
0.936,25-Mar-04,2453090
0.972,19-Mar-04,2453084
0.985,17-Mar-04,2453082
0.914,12-Mar-04,2453077
0.921,11-Mar-04,2453076
0.913,10-Mar-04,2453075
0.856,08-Mar-04,2453073
0.96,05-Mar-04,2453070
0.944,03-Mar-04,2453068
0.989,02-Mar-04,2453067
1.005,01-Mar-04,2453066
0.998,26-Feb-04,2453062
0.963,25-Feb-04,2453061
0.909,23-Feb-04,2453059
0.905,20-Feb-04,2453056
0.947,19-Feb-04,2453055
0.982,17-Feb-04,2453053
0.953,13-Feb-04,2453049
0.916,11-Feb-04,2453047
0.903,10-Feb-04,2453046
0.886,09-Feb-04,2453045
0.899,05-Feb-04,2453041
0.908,04-Feb-04,2453040
0.95,03-Feb-04,2453039
0.935,30-Jan-04,2453035
0.95,29-Jan-04,2453034
0.995,27-Jan-04,2453032
1.032,26-Jan-04,2453031
1.032,23-Jan-04,2453028
1.063,21-Jan-04,2453026
1.035,20-Jan-04,2453025
0.988,16-Jan-04,2453021
0.982,14-Jan-04,2453019
1.027,13-Jan-04,2453018
1.018,09-Jan-04,2453014
0.991,08-Jan-04,2453013
0.97,07-Jan-04,2453012
0.961,05-Jan-04,2453010
0.889,31-Dec-03,2453005
0.914,30-Dec-03,2453004
0.903,24-Dec-03,2452998
0.878,23-Dec-03,2452997
0.91,19-Dec-03,2452993
0.903,18-Dec-03,2452992
0.899,17-Dec-03,2452991
0.87,15-Dec-03,2452989
0.88,12-Dec-03,2452986
0.845,11-Dec-03,2452985
0.852,09-Dec-03,2452983
0.892,08-Dec-03,2452982
0.869,05-Dec-03,2452979
0.87,03-Dec-03,2452977
0.863,02-Dec-03,2452976
0.825,01-Dec-03,2452975
0.816,25-Nov-03,2452969
0.813,24-Nov-03,2452968
0.861,20-Nov-03,2452964
0.871,19-Nov-03,2452963
0.876,18-Nov-03,2452962
0.867,14-Nov-03,2452958
0.856,13-Nov-03,2452957
0.834,12-Nov-03,2452956
0.82,10-Nov-03,2452954
0.821,07-Nov-03,2452951
0.81,06-Nov-03,2452950
0.764,04-Nov-03,2452948
0.776,03-Nov-03,2452947
0.773,30-Oct-03,2452943
0.785,29-Oct-03,2452942
0.794,28-Oct-03,2452941
0.813,24-Oct-03,2452937
0.817,23-Oct-03,2452936
0.803,22-Oct-03,2452935
0.82,20-Oct-03,2452933
0.824,17-Oct-03,2452930
0.856,16-Oct-03,2452929
0.862,14-Oct-03,2452927
0.876,10-Oct-03,2452923
0.815,06-Oct-03,2452919
0.8,02-Oct-03,2452915
0.776,30-Sep-03,2452913
0.741,24-Sep-03,2452907
0.69,22-Sep-03,2452905
0.705,18-Sep-03,2452901
0.736,12-Sep-03,2452895
0.76,10-Sep-03,2452893
0.762,04-Sep-03,2452887
0.818,29-Aug-03,2452881
0.81,27-Aug-03,2452879
0.832,21-Aug-03,2452873
0.797,19-Aug-03,2452871
0.805,13-Aug-03,2452865
0.828,11-Aug-03,2452863
0.848,07-Aug-03,2452859
0.842,01-Aug-03,2452853
0.797,30-Jul-03,2452851
0.768,28-Jul-03,2452849
0.747,22-Jul-03,2452843
0.791,18-Jul-03,2452839
0.798,14-Jul-03,2452835
0.792,10-Jul-03,2452831
0.771,08-Jul-03,2452829
0.771,30-Jun-03,2452821
0.736,26-Jun-03,2452817
0.746,20-Jun-03,2452811
0.729,18-Jun-03,2452809
0.733,16-Jun-03,2452807
0.773,10-Jun-03,2452801
0.767,06-Jun-03,2452797
0.728,04-Jun-03,2452795
0.727,29-May-03,2452789
0.726,27-May-03,2452787
0.721,20-May-03,2452780
0.744,16-May-03,2452776
0.752,14-May-03,2452774
0.68,07-May-03,2452767
0.696,05-May-03,2452765
0.682,01-May-03,2452761
0.708,25-Apr-03,2452755
0.731,23-Apr-03,2452753
0.761,16-Apr-03,2452746
0.768,14-Apr-03,2452744
0.735,10-Apr-03,2452740
0.74,04-Apr-03,2452734
0.709,02-Apr-03,2452732
0.714,26-Mar-03,2452725
0.728,24-Mar-03,2452723
0.781,20-Mar-03,2452719
0.908,14-Mar-03,2452713
1.021,12-Mar-03,2452711
1.087,10-Mar-03,2452709
1.068,04-Mar-03,2452703
1.105,28-Feb-03,2452699
1.104,24-Feb-03,2452695
1.07,21-Feb-03,2452692
1.076,19-Feb-03,2452690
1.012,12-Feb-03,2452683
1.059,10-Feb-03,2452681
1.081,06-Feb-03,2452677
0.939,31-Jan-03,2452671
0.939,29-Jan-03,2452669
0.904,27-Jan-03,2452667
0.877,21-Jan-03,2452661
0.875,16-Jan-03,2452656
0.842,10-Jan-03,2452650
0.818,08-Jan-03,2452648
0.892,06-Jan-03,2452646
0.925,27-Dec-02,2452636
0.913,24-Dec-02,2452633
0.85,20-Dec-02,2452629
0.807,17-Dec-02,2452626
0.793,13-Dec-02,2452622
0.729,09-Dec-02,2452618
0.728,05-Dec-02,2452614
0.752,03-Dec-02,2452612
0.716,25-Nov-02,2452604
0.73,21-Nov-02,2452600
0.707,19-Nov-02,2452598
0.671,14-Nov-02,2452593
0.68,12-Nov-02,2452591
0.681,08-Nov-02,2452587
0.73,04-Nov-02,2452583
0.737,31-Oct-02,2452579
0.74,25-Oct-02,2452573
0.755,23-Oct-02,2452571
0.771,21-Oct-02,2452569
0.821,15-Oct-02,2452563
0.811,11-Oct-02,2452559
0.812,09-Oct-02,2452557
0.814,03-Oct-02,2452551
0.851,01-Oct-02,2452549
0.82,27-Sep-02,2452545
0.82,23-Sep-02,2452541
0.812,19-Sep-02,2452537
0.801,13-Sep-02,2452531
0.8,11-Sep-02,2452529
0.796,09-Sep-02,2452527
0.728,03-Sep-02,2452521
2.116,12-Jan-10,2455209
2.156,11-Jan-10,2455208
2.156,07-Jan-10,2455204
2.173,06-Jan-10,2455203
2.165,04-Jan-10,2455201
2.088,31-Dec-09,2455197
2.08,30-Dec-09,2455196
2.054,28-Dec-09,2455194
2.02,24-Dec-09,2455190
1.989,23-Dec-09,2455189
1.913,21-Dec-09,2455187
1.967,18-Dec-09,2455184
1.953,17-Dec-09,2455183
1.901,15-Dec-09,2455181
1.905,14-Dec-09,2455180
1.909,11-Dec-09,2455177
1.904,09-Dec-09,2455175
1.983,08-Dec-09,2455174
1.977,07-Dec-09,2455173
2.001,03-Dec-09,2455169
1.992,02-Dec-09,2455168
2.028,01-Dec-09,2455167
1.954,27-Nov-09,2455163
1.975,25-Nov-09,2455161
1.96,24-Nov-09,2455160
1.968,20-Nov-09,2455156
1.984,19-Nov-09,2455155
2.024,18-Nov-09,2455154
1.987,16-Nov-09,2455152
1.92,13-Nov-09,2455149
1.946,12-Nov-09,2455148
1.999,10-Nov-09,2455146
1.996,09-Nov-09,2455145
1.947,06-Nov-09,2455142
2.02,04-Nov-09,2455140
2.034,03-Nov-09,2455139
1.976,30-Oct-09,2455135
2.047,29-Oct-09,2455134
1.982,28-Oct-09,2455133
2.032,26-Oct-09,2455131
2.053,23-Oct-09,2455128
2.086,22-Oct-09,2455127
2.018,20-Oct-09,2455125
2.03,19-Oct-09,2455124
2.018,16-Oct-09,2455121
1.934,14-Oct-09,2455119
1.911,13-Oct-09,2455118
1.892,12-Oct-09,2455117
1.825,08-Oct-09,2455113
1.78,07-Oct-09,2455112
1.808,06-Oct-09,2455111
1.78,02-Oct-09,2455107
1.785,01-Oct-09,2455106
1.794,30-Sep-09,2455105
1.711,28-Sep-09,2455103
1.7,25-Sep-09,2455100
1.704,24-Sep-09,2455099
1.836,22-Sep-09,2455097
1.745,21-Sep-09,2455096
1.816,18-Sep-09,2455093
1.802,16-Sep-09,2455091
1.76,15-Sep-09,2455090
1.716,11-Sep-09,2455086
1.76,10-Sep-09,2455085
1.756,09-Sep-09,2455084
1.679,04-Sep-09,2455079
1.725,03-Sep-09,2455078
1.735,02-Sep-09,2455077
1.781,31-Aug-09,2455075
1.867,28-Aug-09,2455072
1.869,27-Aug-09,2455071
1.84,25-Aug-09,2455069
1.919,24-Aug-09,2455068
1.885,20-Aug-09,2455064
1.862,18-Aug-09,2455062
1.853,14-Aug-09,2455058
1.896,11-Aug-09,2455055
1.9,07-Aug-09,2455051
1.964,05-Aug-09,2455049
1.801,30-Jul-09,2455043
1.813,28-Jul-09,2455041
1.84,24-Jul-09,2455037
1.75,20-Jul-09,2455033
1.654,16-Jul-09,2455029
1.571,14-Jul-09,2455027
1.591,08-Jul-09,2455021
1.669,06-Jul-09,2455019
1.829,29-Jun-09,2455012
1.83,25-Jun-09,2455008
1.803,24-Jun-09,2455007
1.86,18-Jun-09,2455001
1.838,16-Jun-09,2454999
1.843,12-Jun-09,2454995
1.78,08-Jun-09,2454991
1.762,04-Jun-09,2454987
1.785,02-Jun-09,2454985
1.544,27-May-09,2454979
1.541,22-May-09,2454974
1.538,20-May-09,2454972
1.472,14-May-09,2454966
1.495,12-May-09,2454964
1.45,07-May-09,2454959
1.385,05-May-09,2454957
1.381,01-May-09,2454953
1.304,27-Apr-09,2454949
1.3,23-Apr-09,2454945
1.339,21-Apr-09,2454943
1.411,15-Apr-09,2454937
1.398,13-Apr-09,2454935
1.411,08-Apr-09,2454930
1.453,02-Apr-09,2454924
1.341,31-Mar-09,2454922
1.422,27-Mar-09,2454918
1.448,23-Mar-09,2454914
1.305,19-Mar-09,2454910
1.183,16-Mar-09,2454907
1.192,12-Mar-09,2454903
1.173,10-Mar-09,2454901
1.18,04-Mar-09,2454895
1.132,02-Mar-09,2454893
1.275,26-Feb-09,2454889
1.194,20-Feb-09,2454883
1.13,18-Feb-09,2454881
1.283,13-Feb-09,2454876
1.268,10-Feb-09,2454873
1.33,06-Feb-09,2454869
1.301,03-Feb-09,2454866
1.399,28-Jan-09,2454860
1.398,26-Jan-09,2454858
1.396,21-Jan-09,2454853
1.462,16-Jan-09,2454848
1.491,14-Jan-09,2454846
1.557,08-Jan-09,2454840
1.648,06-Jan-09,2454838
1.51,02-Jan-09,2454834
1.297,26-Dec-08,2454827
1.365,23-Dec-08,2454824
1.327,22-Dec-08,2454823
1.35,16-Dec-08,2454817
1.349,12-Dec-08,2454813
1.205,10-Dec-08,2454811
1.362,05-Dec-08,2454806
1.593,03-Dec-08,2454804
1.633,01-Dec-08,2454802
1.8,24-Nov-08,2454795
1.684,20-Nov-08,2454791
1.796,18-Nov-08,2454789
1.935,13-Nov-08,2454784
1.946,11-Nov-08,2454782
2.021,07-Nov-08,2454778
2.14,04-Nov-08,2454775
2.094,31-Oct-08,2454771
2.054,29-Oct-08,2454769
2.101,23-Oct-08,2454763
2.191,21-Oct-08,2454761
2.286,20-Oct-08,2454760
2.373,14-Oct-08,2454754
2.375,10-Oct-08,2454750
2.581,08-Oct-08,2454748
2.727,03-Oct-08,2454743
2.924,01-Oct-08,2454741
3.134,25-Sep-08,2454735
3.307,23-Sep-08,2454733
3.149,19-Sep-08,2454729
4.041,15-Sep-08,2454725
4.316,11-Sep-08,2454721
3.094,09-Sep-08,2454719
3.257,03-Sep-08,2454713
3.296,29-Aug-08,2454708
3.383,27-Aug-08,2454706
3.225,22-Aug-08,2454701
3.241,20-Aug-08,2454699
3.147,14-Aug-08,2454693
3.108,12-Aug-08,2454691
3.171,08-Aug-08,2454687
3.451,04-Aug-08,2454683
0.518,22-Jun-93,2449161
0.518,21-Jun-93,2449160
0.517,17-Jun-93,2449156
0.519,16-Jun-93,2449155
0.515,15-Jun-93,2449154
0.524,11-Jun-93,2449150
0.526,10-Jun-93,2449149
0.53,08-Jun-93,2449147
0.532,07-Jun-93,2449146
0.54,04-Jun-93,2449143
0.549,02-Jun-93,2449141
0.553,01-Jun-93,2449140
0.551,27-May-93,2449135
0.547,26-May-93,2449134
0.548,25-May-93,2449133
0.553,21-May-93,2449129
0.557,20-May-93,2449128
0.548,19-May-93,2449127
0.547,17-May-93,2449125
0.54,14-May-93,2449122
0.555,12-May-93,2449120
0.563,11-May-93,2449119
0.568,10-May-93,2449118
0.56,06-May-93,2449114
0.561,05-May-93,2449113
0.558,03-May-93,2449111
0.551,30-Apr-93,2449108
0.556,29-Apr-93,2449107
0.553,26-Apr-93,2449104
0.553,23-Apr-93,2449101
0.546,21-Apr-93,2449099
0.549,20-Apr-93,2449098
0.55,19-Apr-93,2449097
0.555,15-Apr-93,2449093
0.555,14-Apr-93,2449092
0.551,13-Apr-93,2449091
0.548,08-Apr-93,2449086
0.554,07-Apr-93,2449085
0.551,05-Apr-93,2449083
0.556,02-Apr-93,2449080
0.55,01-Apr-93,2449079
0.531,30-Mar-93,2449077
0.54,29-Mar-93,2449076
0.556,25-Mar-93,2449072
0.558,24-Mar-93,2449071
0.56,23-Mar-93,2449070
0.556,19-Mar-93,2449066
0.562,18-Mar-93,2449065
0.56,17-Mar-93,2449064
0.554,15-Mar-93,2449062
0.563,12-Mar-93,2449059
0.562,10-Mar-93,2449057
0.566,09-Mar-93,2449056
0.562,08-Mar-93,2449055
0.584,04-Mar-93,2449051
0.568,03-Mar-93,2449050
0.567,01-Mar-93,2449048
0.567,26-Feb-93,2449045
0.576,25-Feb-93,2449044
0.558,23-Feb-93,2449042
0.549,22-Feb-93,2449041
0.537,19-Feb-93,2449038
0.53,17-Feb-93,2449036
0.535,16-Feb-93,2449035
0.555,11-Feb-93,2449030
0.558,10-Feb-93,2449029
0.559,09-Feb-93,2449028
0.562,05-Feb-93,2449024
0.56,04-Feb-93,2449023
0.564,01-Feb-93,2449020
0.562,29-Jan-93,2449017
0.568,28-Jan-93,2449016
0.554,26-Jan-93,2449014
0.544,25-Jan-93,2449013
0.521,19-Jan-93,2449007
0.527,15-Jan-93,2449003
0.516,13-Jan-93,2449001
0.533,07-Jan-93,2448995
0.548,05-Jan-93,2448993
0.568,30-Dec-92,2448987
0.577,24-Dec-92,2448981
0.557,22-Dec-92,2448979
0.543,18-Dec-92,2448975
0.525,14-Dec-92,2448971
0.543,10-Dec-92,2448967
0.521,04-Dec-92,2448961
0.541,02-Dec-92,2448959
0.55,30-Nov-92,2448957
0.545,23-Nov-92,2448950
0.559,19-Nov-92,2448946
0.549,18-Nov-92,2448945
0.559,12-Nov-92,2448939
0.562,10-Nov-92,2448937
0.555,06-Nov-92,2448933
0.582,02-Nov-92,2448929
0.584,29-Oct-92,2448925
0.607,23-Oct-92,2448919
0.615,21-Oct-92,2448917
0.629,19-Oct-92,2448915
0.633,14-Oct-92,2448910
0.646,12-Oct-92,2448908
0.631,08-Oct-92,2448904
0.632,02-Oct-92,2448898
0.63,30-Sep-92,2448896
0.633,28-Sep-92,2448894
0.628,22-Sep-92,2448888
0.619,18-Sep-92,2448884
0.637,14-Sep-92,2448880
0.618,10-Sep-92,2448876
0.607,07-Sep-92,2448873
0.616,01-Sep-92,2448867
0.603,28-Aug-92,2448863
0.597,24-Aug-92,2448859
0.588,20-Aug-92,2448855
0.59,18-Aug-92,2448853
0.58,12-Aug-92,2448847
0.582,10-Aug-92,2448845
0.587,04-Aug-92,2448839
0.613,31-Jul-92,2448835
0.617,29-Jul-92,2448833
0.628,23-Jul-92,2448827
0.61,21-Jul-92,2448825
0.605,17-Jul-92,2448821
0.608,13-Jul-92,2448817
0.598,09-Jul-92,2448813
0.613,02-Jul-92,2448806
0.608,30-Jun-92,2448804
0.624,26-Jun-92,2448800
0.62,22-Jun-92,2448796
0.611,18-Jun-92,2448792
0.612,12-Jun-92,2448786
0.616,10-Jun-92,2448784
0.614,08-Jun-92,2448782
0.611,02-Jun-92,2448776
0.608,29-May-92,2448772
0.564,22-May-92,2448765
0.554,20-May-92,2448763
0.572,18-May-92,2448761
0.587,12-May-92,2448755
0.585,08-May-92,2448751
0.574,05-May-92,2448748
0.558,29-Apr-92,2448742
0.539,27-Apr-92,2448740
0.56,21-Apr-92,2448734
0.551,16-Apr-92,2448729
0.535,14-Apr-92,2448727
0.544,08-Apr-92,2448721
0.543,06-Apr-92,2448719
0.512,31-Mar-92,2448713
0.501,27-Mar-92,2448709
0.511,25-Mar-92,2448707
0.531,19-Mar-92,2448701
0.53,17-Mar-92,2448699
0.502,11-Mar-92,2448693
0.509,06-Mar-92,2448688
0.517,04-Mar-92,2448686
0.517,27-Feb-92,2448680
0.517,25-Feb-92,2448678
0.531,21-Feb-92,2448674
0.554,17-Feb-92,2448670
0.566,13-Feb-92,2448666
0.57,07-Feb-92,2448660
0.568,05-Feb-92,2448658
0.537,03-Feb-92,2448656
0.53,28-Jan-92,2448650
0.537,24-Jan-92,2448646
0.519,21-Jan-92,2448643
0.514,15-Jan-92,2448637
0.519,13-Jan-92,2448635
0.469,07-Jan-92,2448629
0.485,03-Jan-92,2448625
0.48,31-Dec-91,2448622
0.489,24-Dec-91,2448615
0.487,20-Dec-91,2448611
0.518,18-Dec-91,2448609
0.522,11-Dec-91,2448602
0.515,10-Dec-91,2448601
0.515,09-Dec-91,2448600
0.573,05-Dec-91,2448596
0.582,04-Dec-91,2448595
0.578,03-Dec-91,2448594
0.618,29-Nov-91,2448590
0.602,28-Nov-91,2448589
0.602,27-Nov-91,2448588
0.606,25-Nov-91,2448586
0.602,22-Nov-91,2448583
0.619,20-Nov-91,2448581
0.625,19-Nov-91,2448580
0.636,18-Nov-91,2448579
0.638,14-Nov-91,2448575
0.64,13-Nov-91,2448574
0.652,12-Nov-91,2448573
0.679,08-Nov-91,2448569
0.692,07-Nov-91,2448568
0.7,06-Nov-91,2448567
0.705,04-Nov-91,2448565
